race,circuit,year,lap,position,time,pit_time
Chinese Grand Prix,Shanghai International Circuit,2019,43,4,96.688,NA
Chinese Grand Prix,Shanghai International Circuit,2019,44,4,96.212,NA
Chinese Grand Prix,Shanghai International Circuit,2019,45,4,96.143,NA
Chinese Grand Prix,Shanghai International Circuit,2019,46,4,96.233,NA
Chinese Grand Prix,Shanghai International Circuit,2019,47,4,96.639,NA
Chinese Grand Prix,Shanghai International Circuit,2019,48,4,96.866,NA
Chinese Grand Prix,Shanghai International Circuit,2019,49,4,96.623,NA
Chinese Grand Prix,Shanghai International Circuit,2019,50,4,96.619,NA
Chinese Grand Prix,Shanghai International Circuit,2019,51,4,96.739,NA
Chinese Grand Prix,Shanghai International Circuit,2019,52,4,97.005,NA
Chinese Grand Prix,Shanghai International Circuit,2019,53,4,97.597,NA
Chinese Grand Prix,Shanghai International Circuit,2019,54,4,97.675,NA
Chinese Grand Prix,Shanghai International Circuit,2019,55,4,97.296,NA
Chinese Grand Prix,Shanghai International Circuit,2019,56,4,98.046,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,1,5,115.904,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,2,5,109.238,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,3,5,109.552,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,4,5,109.338,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,5,5,109.563,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,6,4,109.568,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,7,4,108.173,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,8,4,108.969,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,9,5,109.116,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,10,5,110.12,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,11,4,109.243,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,12,4,108.735,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,13,3,109.243,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,14,2,113.703,20.973
Azerbaijan Grand Prix,Baku City Circuit,2019,15,6,124.231,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,16,6,106.32,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,17,5,106.941,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,18,5,106.487,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,19,5,105.919,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,20,5,105.569,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,21,5,105.529,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,22,5,105.66,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,23,5,105.387,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,24,5,105.625,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,25,5,105.825,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,26,5,105.748,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,27,5,105.559,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,28,5,105.813,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,29,5,105.91,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,30,5,105.576,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,31,5,105.051,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,32,5,106.613,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,33,5,105.046,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,34,4,106.184,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,35,4,105.624,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,36,4,105.109,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,37,4,105.169,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,38,4,105.428,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,39,4,104.794,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,40,4,145.588,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,41,4,124.555,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,42,4,106.111,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,43,4,105.706,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,44,4,105.494,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,45,4,105.792,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,46,4,104.937,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,47,4,106.047,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,48,4,105.477,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,49,4,105.776,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,50,4,106.449,NA
Azerbaijan Grand Prix,Baku City Circuit,2019,51,4,106.921,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,1,3,89.414,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,2,3,83.595,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,3,3,83.359,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,4,3,83.097,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,5,3,82.803,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,6,3,82.817,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,7,3,82.953,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,8,3,82.625,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,9,3,82.709,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,10,3,82.551,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,11,3,82.502,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,12,3,82.535,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,13,3,82.617,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,14,3,82.688,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,15,3,82.85,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,16,3,82.968,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,17,3,83.015,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,18,3,83.041,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,19,3,83.333,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,20,4,86.931,22.417
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,21,5,101.126,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,22,5,82.192,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,23,4,82.223,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,24,4,82.283,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,25,4,82.315,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,26,3,82.903,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,27,3,82.7,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,28,3,82.326,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,29,3,82.719,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,30,3,81.567,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,31,3,82.064,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,32,3,81.925,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,33,3,81.844,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,34,3,81.951,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,35,3,82.189,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,36,3,81.779,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,37,3,81.811,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,38,3,82.037,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,39,3,81.827,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,40,3,82.071,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,41,3,81.76,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,42,3,82.271,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,43,3,85.237,22.54
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,44,4,99.663,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,45,4,80.208,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,46,4,113.162,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,47,3,121.355,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,48,3,121.51,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,49,3,131.91,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,50,3,134.988,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,51,3,125.229,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,52,3,126.439,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,53,3,81.534,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,54,3,81.126,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,55,3,80.202,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,56,3,80.07,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,57,3,79.769,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,58,3,80.316,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,59,3,80.128,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,60,3,80.045,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,61,3,80.033,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,62,3,79.988,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,63,3,80.287,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,64,3,79.993,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,65,3,80.195,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019,66,3,80.449,NA
Monaco Grand Prix,Circuit de Monaco,2019,1,3,83.744,NA
Monaco Grand Prix,Circuit de Monaco,2019,2,3,77.686,NA
Monaco Grand Prix,Circuit de Monaco,2019,3,3,77.064,NA
Monaco Grand Prix,Circuit de Monaco,2019,4,3,76.635,NA
Monaco Grand Prix,Circuit de Monaco,2019,5,3,76.672,NA
Monaco Grand Prix,Circuit de Monaco,2019,6,3,76.585,NA
Monaco Grand Prix,Circuit de Monaco,2019,7,3,76.569,NA
Monaco Grand Prix,Circuit de Monaco,2019,8,3,76.377,NA
Monaco Grand Prix,Circuit de Monaco,2019,9,3,76.229,NA
Monaco Grand Prix,Circuit de Monaco,2019,10,3,76.92,NA
Monaco Grand Prix,Circuit de Monaco,2019,11,2,115.101,24.011
Monaco Grand Prix,Circuit de Monaco,2019,12,2,112.233,NA
Monaco Grand Prix,Circuit de Monaco,2019,13,2,112.13,NA
Monaco Grand Prix,Circuit de Monaco,2019,14,2,117.879,NA
Monaco Grand Prix,Circuit de Monaco,2019,15,2,81.399,NA
Monaco Grand Prix,Circuit de Monaco,2019,16,2,79.721,NA
Monaco Grand Prix,Circuit de Monaco,2019,17,2,79.112,NA
Monaco Grand Prix,Circuit de Monaco,2019,18,2,78.651,NA
Monaco Grand Prix,Circuit de Monaco,2019,19,2,78.805,NA
Monaco Grand Prix,Circuit de Monaco,2019,20,2,78.408,NA
Monaco Grand Prix,Circuit de Monaco,2019,21,2,78.978,NA
Monaco Grand Prix,Circuit de Monaco,2019,22,2,78.746,NA
Monaco Grand Prix,Circuit de Monaco,2019,23,2,78.474,NA
Monaco Grand Prix,Circuit de Monaco,2019,24,2,78.274,NA
Monaco Grand Prix,Circuit de Monaco,2019,25,2,77.931,NA
Monaco Grand Prix,Circuit de Monaco,2019,26,2,77.497,NA
Monaco Grand Prix,Circuit de Monaco,2019,27,2,77.505,NA
Monaco Grand Prix,Circuit de Monaco,2019,28,2,77.349,NA
Monaco Grand Prix,Circuit de Monaco,2019,29,2,77.472,NA
Monaco Grand Prix,Circuit de Monaco,2019,30,2,77.344,NA
Monaco Grand Prix,Circuit de Monaco,2019,31,2,77.414,NA
Monaco Grand Prix,Circuit de Monaco,2019,32,2,77.462,NA
Monaco Grand Prix,Circuit de Monaco,2019,33,2,77.412,NA
Monaco Grand Prix,Circuit de Monaco,2019,34,2,77.23,NA
Monaco Grand Prix,Circuit de Monaco,2019,35,2,77.628,NA
Monaco Grand Prix,Circuit de Monaco,2019,36,2,77.659,NA
Monaco Grand Prix,Circuit de Monaco,2019,37,2,77.761,NA
Monaco Grand Prix,Circuit de Monaco,2019,38,2,77.917,NA
Monaco Grand Prix,Circuit de Monaco,2019,39,2,77.634,NA
Monaco Grand Prix,Circuit de Monaco,2019,40,2,77.96,NA
Monaco Grand Prix,Circuit de Monaco,2019,41,2,77.967,NA
Monaco Grand Prix,Circuit de Monaco,2019,42,2,77.626,NA
Monaco Grand Prix,Circuit de Monaco,2019,43,2,77.544,NA
Monaco Grand Prix,Circuit de Monaco,2019,44,2,77.518,NA
Monaco Grand Prix,Circuit de Monaco,2019,45,2,77.645,NA
Monaco Grand Prix,Circuit de Monaco,2019,46,2,77.23,NA
Monaco Grand Prix,Circuit de Monaco,2019,47,2,77.568,NA
Monaco Grand Prix,Circuit de Monaco,2019,48,2,78.923,NA
Monaco Grand Prix,Circuit de Monaco,2019,49,2,77.292,NA
Monaco Grand Prix,Circuit de Monaco,2019,50,2,77.099,NA
Monaco Grand Prix,Circuit de Monaco,2019,51,2,77.517,NA
Monaco Grand Prix,Circuit de Monaco,2019,52,2,77.221,NA
Monaco Grand Prix,Circuit de Monaco,2019,53,2,77.235,NA
Monaco Grand Prix,Circuit de Monaco,2019,54,2,77.087,NA
Monaco Grand Prix,Circuit de Monaco,2019,55,2,77.442,NA
Monaco Grand Prix,Circuit de Monaco,2019,56,2,78.285,NA
Monaco Grand Prix,Circuit de Monaco,2019,57,2,77.252,NA
Monaco Grand Prix,Circuit de Monaco,2019,58,2,77.562,NA
Monaco Grand Prix,Circuit de Monaco,2019,59,2,77.335,NA
Monaco Grand Prix,Circuit de Monaco,2019,60,2,77.539,NA
Monaco Grand Prix,Circuit de Monaco,2019,61,2,77.635,NA
Monaco Grand Prix,Circuit de Monaco,2019,62,2,77.235,NA
Monaco Grand Prix,Circuit de Monaco,2019,63,2,77.14,NA
Monaco Grand Prix,Circuit de Monaco,2019,64,2,77.097,NA
Monaco Grand Prix,Circuit de Monaco,2019,65,2,77.155,NA
Monaco Grand Prix,Circuit de Monaco,2019,66,2,77.46,NA
Monaco Grand Prix,Circuit de Monaco,2019,67,2,77.228,NA
Monaco Grand Prix,Circuit de Monaco,2019,68,2,77.312,NA
Monaco Grand Prix,Circuit de Monaco,2019,69,2,77.45,NA
Monaco Grand Prix,Circuit de Monaco,2019,70,2,78.029,NA
Monaco Grand Prix,Circuit de Monaco,2019,71,2,77.79,NA
Monaco Grand Prix,Circuit de Monaco,2019,72,2,77.197,NA
Monaco Grand Prix,Circuit de Monaco,2019,73,2,77.409,NA
Monaco Grand Prix,Circuit de Monaco,2019,74,2,77.663,NA
Monaco Grand Prix,Circuit de Monaco,2019,75,2,77.812,NA
Monaco Grand Prix,Circuit de Monaco,2019,76,2,78.152,NA
Monaco Grand Prix,Circuit de Monaco,2019,77,2,77.287,NA
Monaco Grand Prix,Circuit de Monaco,2019,78,2,77.469,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,1,9,88.355,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,2,9,79.047,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,3,9,77.922,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,4,9,77.827,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,5,9,78.455,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,6,8,77.921,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,7,7,77.928,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,8,6,77.761,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,9,6,77.891,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,10,6,78.186,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,11,6,77.821,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,12,6,77.559,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,13,6,77.548,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,14,6,77.348,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,15,6,77.344,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,16,5,77.398,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,17,5,77.069,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,18,5,77.056,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,19,5,77.525,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,20,5,77.926,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,21,5,76.849,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,22,5,76.812,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2019,23,5,77.047,NA
